company_name,company_location,reporting_quarter,economic_condition_tag,revenue_growth,profit_margin,stock_price_change,past_layoffs,total_employees,job_title,tech_stack,role_demand_index,department_resilience_index,tech_stack_trend_score,years_at_company,salary_range,performance_rating,department,remote_work,role_layoff_rate,industry,industry_layoff_rate,unemployment_rate,inflation_rate
Deloitte India,Chennai,Q1 2023,Recession,-0.15,15.36,9.77,Yes,114853,Software Engineer,Go + Microservices,8.79,7.45,7.36,5,2189556,5,Engineering,No,2.575,Consulting,2.58,7.99,6.86
Axis Bank,Mumbai,Q2 2025,Stable,6.31,26.93,8.65,No,91046,QA Engineer,Selenium + Cypress + API Testing,5.94,8.76,7.36,5,1481877,3,Engineering,Yes,1.639,Financial Services,1.07,5.43,5.27
Amazon India,Bengaluru,Q2 2023,Recovery,9.27,8.85,4.88,Yes,127252,Technical Lead,Java + Spring Boot,7.86,7.88,7.45,1,3298046,3,Engineering,Yes,2.888,E-commerce,2.42,7.3,6.85
Accenture India Pvt Ltd,Gurugram,Q3 2025,Recovery,7.96,19.4,19.68,No,284894,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,9.69,7.03,8.85,10,3553052,2,Analytics,No,0.412,Consulting,1.6,5.94,5.32
Coforge,Pune,Q2 2025,Stable,4.31,17.1,7.1,Yes,25780,HR Specialist,People Analytics + HR Operations,4.56,5.85,6.09,4,1330968,5,HR,Yes,1.937,Information Technology,1.23,6.2,4.96
Tata Consultancy Services (TCS),Coimbatore,Q4 2025,Stable,9.44,19.97,26.11,No,618547,Project Manager,Program Planning + Risk Tracking,6.14,6.81,5.58,6,2674756,4,Management,No,2.668,Information Technology,1.31,6.88,5.1
Tata Consultancy Services (TCS),Hyderabad,Q3 2024,Stable,9.32,18.55,8.54,Yes,539191,Software Engineer,Go + Microservices,8.6,8.76,7.95,1,1675378,4,Engineering,Yes,1.026,Information Technology,1.23,6.0,5.16
Amazon India,Chennai,Q4 2025,Recovery,12.41,11.25,12.76,No,101175,Cybersecurity Analyst,VAPT + Incident Response,8.9,7.22,6.92,5,2218242,3,IT,No,1.514,E-commerce,2.53,6.38,5.38
Wipro Limited,Bengaluru,Q3 2024,Stable,11.34,21.86,22.47,Yes,268665,Cloud Engineer,GCP + Docker + Networking,8.75,8.28,7.82,1,2622127,4,Engineering,No,1.066,Information Technology,1.18,5.72,5.41
Tata Consultancy Services (TCS),Hyderabad,Q1 2023,Recovery,5.26,15.03,20.57,No,560801,Senior Software Engineer,Node.js + React,7.85,7.48,6.58,9,2197842,3,Engineering,No,1.408,Information Technology,2.06,7.48,6.83
Tech Mahindra Ltd.,Bengaluru,Q4 2023,Recession,6.08,20.82,9.86,Yes,170809,Senior Software Engineer,.NET + Azure,7.59,7.65,6.95,10,3664941,4,Engineering,Yes,2.015,Information Technology,2.46,5.99,6.18
EY India,Ahmedabad,Q1 2025,Stable,12.66,18.76,20.69,Yes,83380,Support Engineer,ITSM + Linux + SQL,5.56,4.92,5.63,3,1307617,4,HR,No,2.546,Consulting,0.83,6.13,4.94
Flipkart Internet Pvt Ltd,Hyderabad,Q3 2023,Recession,6.21,11.04,16.95,Yes,36464,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,8.32,6.86,7.61,7,2618309,3,IT,No,2.313,E-commerce,2.54,6.22,6.11
Accenture India Pvt Ltd,Mumbai,Q4 2025,Stable,8.15,17.28,15.4,No,302389,Project Manager,Agile + Jira + Stakeholder Management,6.51,6.45,6.86,2,3202373,4,Management,Yes,1.371,Consulting,0.57,5.41,5.21
Wipro Limited,Pune,Q4 2023,Recovery,9.8,16.9,17.97,No,226712,Site Reliability Engineer,Linux + Prometheus + Grafana,8.24,7.89,8.09,1,1882920,2,Engineering,Yes,1.173,Information Technology,1.61,6.43,6.26
Mphasis,Bengaluru,Q3 2025,Recovery,6.88,18.2,8.66,No,30897,Support Engineer,Application Support + Monitoring,5.16,6.51,4.92,4,1350673,3,IT,Yes,3.535,Information Technology,1.52,5.45,5.41
Tech Mahindra Ltd.,Gurugram,Q3 2024,Growth,11.33,19.69,24.0,Yes,139464,Project Manager,Agile + Jira + Stakeholder Management,6.28,7.28,5.99,1,2453528,4,Management,Yes,2.192,Information Technology,1.05,5.88,5.93
Google India,Bengaluru,Q3 2024,Growth,13.41,18.43,19.19,No,17666,Project Manager,Program Planning + Risk Tracking,6.8,7.08,5.49,4,6303760,4,Management,Yes,1.663,Information Technology,1.31,5.79,5.33
Tata Consultancy Services (TCS),Hyderabad,Q4 2024,Recovery,10.36,19.94,18.33,Yes,607372,Software Engineer,Go + Microservices,7.9,7.39,7.29,2,1384478,3,Engineering,No,2.034,Information Technology,1.34,5.38,5.57
Tata Motors,Bengaluru,Q2 2025,Stable,8.23,15.3,18.14,No,67997,Solution Architect,Enterprise Integration + API Design,8.72,8.54,7.86,0,5325710,3,Engineering,Yes,1.621,Manufacturing,1.63,4.99,5.09
Tata Consultancy Services (TCS),Mumbai,Q3 2023,Recession,5.21,13.97,15.83,No,639599,Project Manager,Program Planning + Risk Tracking,6.01,5.88,6.23,4,4080772,3,Management,No,3.039,Information Technology,2.14,6.86,5.89
Persistent Systems,Kochi,Q3 2025,Stable,11.49,21.25,11.1,Yes,26300,QA Engineer,Selenium + Cypress + API Testing,6.91,8.19,6.16,3,1610088,5,Engineering,Yes,1.833,Information Technology,1.3,6.1,4.91
IBM India,Gurugram,Q3 2025,Growth,8.56,19.11,18.89,No,124357,DevOps Engineer,Docker + Kubernetes + AWS,9.1,8.81,9.21,5,2522494,5,Engineering,No,0.01,Information Technology,1.37,6.47,5.37
Tech Mahindra Ltd.,Hyderabad,Q3 2025,Stable,10.5,17.61,14.83,Yes,139967,Data Analyst,SQL + Power BI + Excel,6.97,8.56,7.42,2,1206412,4,Analytics,No,1.487,Information Technology,1.65,5.49,5.15
ICICI Bank,Mumbai,Q4 2025,Growth,7.67,20.32,12.18,No,115440,Senior Software Engineer,Python + Django,7.76,7.74,6.29,5,2612502,3,Engineering,Yes,1.035,Financial Services,0.38,5.29,5.81
Google India,Hyderabad,Q4 2024,Growth,12.79,16.56,18.75,Yes,16472,Site Reliability Engineer,Kubernetes + SRE + Observability,8.83,8.72,8.47,2,3228632,4,Engineering,Yes,0.059,Information Technology,1.02,5.78,5.16
Infosys,Hyderabad,Q2 2024,Stable,13.29,17.09,15.84,Yes,325925,Technical Lead,Kubernetes + AWS,8.16,8.41,8.39,5,3170732,4,Engineering,Yes,0.62,Information Technology,1.47,5.91,5.73
Tech Mahindra Ltd.,Bengaluru,Q2 2025,Growth,14.69,18.28,12.41,No,152839,Software Engineer,Go + Microservices,7.98,8.21,7.46,4,1829851,3,Engineering,No,0.7,Information Technology,1.0,4.74,5.14
Axis Bank,Bengaluru,Q1 2025,Stable,9.24,22.63,16.11,Yes,84610,Site Reliability Engineer,Kubernetes + SRE + Observability,8.32,7.81,8.86,3,2269002,4,Engineering,No,0.608,Financial Services,1.14,5.38,5.23
Tata Consultancy Services (TCS),Bengaluru,Q3 2025,Recovery,8.46,15.72,26.19,No,655754,Senior Software Engineer,Node.js + React,7.69,7.67,6.2,6,4009076,5,Engineering,No,1.029,Information Technology,1.67,5.4,5.26
LTIMindtree,Kolkata,Q1 2023,Recession,-0.54,15.2,6.97,Yes,83748,Software Engineer,Python + FastAPI,7.47,8.54,7.14,5,1111050,3,Engineering,No,2.733,Information Technology,2.9,8.37,7.07
Mphasis,Gurugram,Q3 2025,Stable,7.12,18.45,14.33,Yes,35686,Software Engineer,Java + Spring Boot,8.01,5.81,6.59,2,1233268,4,HR,Yes,1.47,Information Technology,1.22,5.3,5.26
HDFC Bank,Bengaluru,Q1 2023,Recovery,0.8,21.97,8.53,No,152926,Software Engineer,Python + FastAPI,8.58,8.07,8.06,2,1579446,4,Engineering,Yes,1.053,Financial Services,1.85,7.69,6.68
IBM India,Hyderabad,Q3 2025,Recession,8.67,18.63,17.26,No,155941,DevOps Engineer,Linux + Ansible + Observability,7.67,8.25,7.2,5,3066317,4,Engineering,Yes,1.15,Information Technology,2.58,5.61,5.69
Deloitte India,Gurugram,Q1 2025,Growth,12.7,16.54,15.83,No,112535,Customer Success Manager,SaaS Onboarding + QBR Playbooks,6.51,6.4,6.47,7,2163625,3,Operations,No,2.111,Consulting,0.61,6.11,5.09
Accenture India Pvt Ltd,Kolkata,Q4 2025,Growth,14.64,21.26,9.36,No,256607,Technical Lead,Kubernetes + AWS,8.3,8.26,8.81,2,2423820,4,Engineering,Yes,0.01,Consulting,0.53,6.73,5.13
Amazon Development Centre India Pvt Ltd,Gurugram,Q1 2023,Growth,11.61,15.22,10.2,Yes,157524,Engineering Manager,Agile + Jira + Architecture Reviews,6.92,6.58,7.44,3,6381682,3,Management,Yes,1.872,E-commerce,1.42,7.96,6.49
Deloitte India,Hyderabad,Q2 2025,Growth,12.24,17.91,17.57,No,110106,Cloud Engineer,AWS + Terraform + Kubernetes,9.16,7.82,8.65,3,2866067,4,Engineering,Yes,0.018,Consulting,0.86,5.45,5.2
IBM India,Gurugram,Q1 2023,Recession,3.9,15.39,15.23,No,146597,Business Analyst,SQL + Excel + Process Mapping,6.97,6.31,5.91,2,1877698,4,Management,Yes,2.246,Information Technology,2.63,8.15,6.67
Axis Bank,Noida,Q1 2025,Recovery,6.09,20.02,9.28,Yes,90592,QA Engineer,Manual QA + Regression Testing,5.78,7.54,2.9,3,1261621,3,Engineering,No,3.668,Financial Services,1.66,5.72,5.19
IBM India,Mumbai,Q2 2023,Stable,4.49,13.94,16.57,No,148366,Cloud Engineer,GCP + Docker + Networking,8.43,7.53,7.6,4,3320533,3,Engineering,No,1.21,Information Technology,1.57,7.49,6.5
Microsoft India,Chennai,Q2 2024,Growth,14.09,16.53,26.06,No,24059,Site Reliability Engineer,AWS + Incident Response,9.0,7.48,7.74,3,3108203,3,Engineering,No,1.221,Information Technology,0.85,6.29,5.49
ICICI Bank,Mumbai,Q2 2024,Recovery,6.04,23.36,11.76,Yes,148941,Business Analyst,SQL + Excel + Process Mapping,5.81,6.04,5.5,2,1771309,1,Management,Yes,3.419,Financial Services,1.61,5.83,5.79
Mahindra & Mahindra,Mumbai,Q3 2023,Recovery,3.12,17.44,14.56,No,71063,Senior Software Engineer,Java + Spring Boot,8.05,7.64,6.98,9,2663675,5,Engineering,Yes,1.136,Manufacturing,2.18,6.57,6.25
IBM India,Hyderabad,Q2 2023,Recovery,6.08,17.52,15.84,No,142957,Data Analyst,Excel + SQL + Reporting,6.57,8.01,3.75,4,2173629,5,Analytics,Yes,2.183,Information Technology,1.7,7.57,6.29
HCL Technologies,Kochi,Q3 2025,Recovery,9.75,13.75,16.0,No,215853,Product Manager,Roadmapping + Jira + Experimentation,7.69,6.23,6.83,5,3656103,4,Product,No,1.378,Information Technology,1.65,6.35,4.87
HCL Technologies,Kolkata,Q4 2023,Stable,8.23,21.37,22.36,No,231208,Site Reliability Engineer,Linux + Prometheus + Grafana,8.77,8.87,7.28,2,2279060,4,Engineering,Yes,0.589,Information Technology,1.31,7.51,6.04
Mahindra & Mahindra,Ahmedabad,Q2 2025,Stable,8.07,16.52,17.25,No,68784,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,9.29,8.14,8.42,7,1439319,4,IT,No,0.01,Manufacturing,1.13,5.95,4.89
IBM India,Bengaluru,Q1 2025,Stable,10.75,18.72,14.71,Yes,120648,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,8.92,7.95,9.02,3,3546337,3,Analytics,Yes,0.811,Information Technology,1.16,5.78,5.2
Wipro Limited,Mumbai,Q4 2023,Growth,9.27,16.95,18.64,No,276803,Finance Analyst,SAP + Financial Modeling,6.09,6.43,5.52,5,2031558,3,Finance,No,2.126,Information Technology,0.94,6.93,6.23
LTIMindtree,Pune,Q1 2025,Growth,7.6,20.72,8.65,Yes,73079,Software Engineer,Java + Spring Boot,8.56,9.22,7.62,4,1959510,4,Engineering,No,0.804,Information Technology,0.82,5.22,5.09
Mahindra & Mahindra,Kochi,Q4 2023,Stable,10.86,14.39,8.66,Yes,85789,QA Engineer,Playwright + CI Test Automation,6.66,7.44,6.3,10,2204603,4,Engineering,Yes,2.101,Manufacturing,0.96,6.84,6.23
IBM India,Delhi,Q1 2023,Growth,9.75,18.17,13.52,No,161163,Sales Executive,CRM + Sales Analytics,6.44,6.39,5.95,5,1479773,3,Sales,No,2.056,Information Technology,1.03,8.25,6.79
Deloitte India,Hyderabad,Q1 2023,Growth,9.28,18.29,21.5,No,105632,DevOps Engineer,Terraform + CI/CD + GCP,9.42,7.89,8.16,2,2714943,3,Engineering,No,0.232,Consulting,0.25,7.28,6.97
Amazon India,Chennai,Q1 2025,Recession,6.51,10.27,8.62,No,138175,Senior Software Engineer,.NET + Azure,7.83,7.91,6.52,6,2568021,3,Engineering,Yes,1.774,E-commerce,2.94,5.99,4.87
Capgemini India,Noida,Q4 2023,Growth,7.81,19.6,11.55,No,182847,Sales Executive,Pipeline Automation + Prospecting Tools,6.08,6.02,5.23,11,2109221,3,Sales,Yes,1.737,Consulting,0.51,6.44,5.91
EY India,Chennai,Q4 2024,Recovery,4.56,18.77,4.73,No,82414,Site Reliability Engineer,Linux + Prometheus + Grafana,8.71,7.42,7.13,4,2483563,2,Engineering,No,1.687,Consulting,1.4,5.61,5.31
Larsen & Toubro,Hyderabad,Q2 2025,Recession,2.07,14.94,4.87,Yes,46638,Senior Software Engineer,Node.js + React,7.91,7.76,7.31,5,2860454,4,Engineering,Yes,2.539,Manufacturing,2.89,6.47,4.88
Jio Platforms,Mumbai,Q2 2024,Recovery,2.98,10.51,10.75,No,93568,Accountant,SAP Finance + Compliance,6.24,5.22,5.55,5,1670765,5,Finance,Yes,2.777,Telecommunications,2.28,6.19,5.94
Deloitte India,Chennai,Q1 2024,Growth,9.04,21.0,9.99,Yes,93188,QA Engineer,Selenium + Cypress + API Testing,6.11,8.13,6.88,1,1192647,5,Engineering,No,1.77,Consulting,0.64,6.0,5.78
IBM India,Noida,Q2 2024,Recovery,5.9,16.25,11.69,No,139183,Site Reliability Engineer,AWS + Incident Response,8.22,7.19,6.45,8,3118814,3,Engineering,Yes,1.054,Information Technology,1.51,6.11,5.96
Coforge,Bengaluru,Q4 2024,Growth,14.72,20.28,16.23,No,29434,Senior Software Engineer,Node.js + React,8.17,8.74,6.85,2,2362150,5,Engineering,No,0.429,Information Technology,0.78,5.34,5.13
Sun Pharma,Hyderabad,Q2 2025,Stable,11.23,19.49,15.15,No,39095,Software Engineer,Python + FastAPI,8.14,7.59,7.27,5,1990292,5,Engineering,Yes,0.828,Healthcare,0.84,4.85,4.96
Google India,Bengaluru,Q4 2023,Stable,10.84,17.17,17.41,Yes,16940,Solution Architect,Enterprise Integration + API Design,7.81,7.87,7.16,5,5204489,2,Engineering,Yes,2.219,Information Technology,1.53,6.38,6.01
Flipkart Internet Pvt Ltd,Kochi,Q4 2024,Growth,11.12,10.47,1.69,Yes,40839,Software Engineer,Java + Spring Boot,8.22,6.39,6.83,5,959224,2,Operations,Yes,2.382,E-commerce,1.23,6.1,5.43
Microsoft India,Hyderabad,Q4 2023,Recovery,8.57,19.89,11.6,Yes,22561,Recruiter,ATS + LinkedIn Recruiter,5.03,4.95,5.47,1,1366794,5,HR,Yes,3.438,Information Technology,1.8,5.96,6.2
Sun Pharma,Hyderabad,Q2 2024,Growth,5.13,20.43,14.91,No,39419,Software Engineer,Python + FastAPI,8.5,9.18,7.12,12,2504031,4,Engineering,No,0.015,Healthcare,0.28,5.94,5.56
Microsoft India,Bengaluru,Q3 2025,Growth,13.48,17.41,25.17,Yes,23396,Data Scientist,Python + NLP + Statistics,8.86,8.37,6.99,1,3801332,4,Engineering,Yes,0.778,Information Technology,0.86,5.18,4.96
Sun Pharma,Delhi,Q1 2023,Recession,0.32,17.48,8.43,No,38670,Sales Executive,Pipeline Automation + Prospecting Tools,5.9,4.92,5.21,5,2191553,4,Sales,No,2.734,Healthcare,1.94,8.72,7.16
Capgemini India,Coimbatore,Q1 2024,Recession,5.26,14.85,0.0,No,186833,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,8.53,7.1,7.97,6,2195218,3,IT,Yes,2.026,Consulting,2.65,6.59,6.01
HDFC Bank,Pune,Q2 2023,Recession,7.18,22.59,9.81,Yes,155599,Senior Software Engineer,Java + Spring Boot,7.42,8.08,6.68,4,1906992,3,Engineering,Yes,2.342,Financial Services,2.21,7.63,6.73
HCL Technologies,Pune,Q3 2024,Growth,12.56,16.62,23.0,Yes,209888,Product Manager,Roadmapping + Jira + Experimentation,7.53,7.19,7.52,4,3204301,2,Product,Yes,2.208,Information Technology,1.03,5.58,5.57
Capgemini India,Bengaluru,Q3 2025,Stable,7.79,20.31,15.19,Yes,188060,Project Manager,Agile + Jira + Stakeholder Management,5.99,6.81,5.55,5,3544252,3,Management,Yes,2.488,Consulting,1.15,5.1,4.87
Cognizant India,Kochi,Q2 2023,Recession,1.35,14.59,3.92,Yes,235655,HR Specialist,HRMS + Excel + Analytics,4.81,5.22,6.43,2,846409,4,HR,Yes,3.304,Information Technology,2.7,7.87,6.51
Tata Motors,Bengaluru,Q3 2023,Recovery,4.18,12.73,-3.37,Yes,74010,Cybersecurity Analyst,VAPT + Incident Response,8.47,6.76,7.3,12,2653950,4,IT,Yes,1.341,Manufacturing,2.09,6.87,6.4
HCL Technologies,Gurugram,Q3 2023,Recession,6.92,16.58,8.69,Yes,236105,Cloud Engineer,GCP + Docker + Networking,8.88,7.95,7.11,3,2747832,3,Engineering,No,1.982,Information Technology,2.36,7.2,6.24
HCL Technologies,Mumbai,Q2 2024,Recovery,10.74,16.31,12.66,No,220666,Business Analyst,SQL + Excel + Process Mapping,6.93,6.08,5.29,4,1816243,3,Management,No,2.538,Information Technology,1.59,5.69,6.05
HCL Technologies,Noida,Q1 2023,Recovery,7.24,18.28,13.63,No,199194,QA Engineer,Playwright + CI Test Automation,6.07,7.56,6.18,1,918703,2,Engineering,No,2.998,Information Technology,1.82,8.09,6.76
IBM India,Pune,Q3 2024,Stable,13.92,21.17,25.17,No,144137,Software Engineer,Python + FastAPI,7.51,8.55,6.78,11,2227948,2,Engineering,Yes,1.053,Information Technology,1.25,5.52,5.65
Wipro Limited,Kolkata,Q3 2024,Growth,11.54,19.84,30.76,No,223697,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,9.31,7.75,7.18,10,2547229,5,IT,Yes,0.074,Information Technology,0.62,6.9,5.36
Deloitte India,Bengaluru,Q2 2025,Stable,9.21,17.32,21.11,Yes,113893,Product Manager,Product Analytics + SQL + A/B Testing,6.95,6.97,7.14,3,4364234,5,Product,No,0.789,Consulting,0.91,5.66,4.64
Accenture India Pvt Ltd,Noida,Q4 2023,Stable,6.57,19.39,14.78,No,309958,Data Scientist,Python + ML + SQL,7.85,7.43,7.3,2,2524317,3,Analytics,Yes,0.774,Consulting,1.3,7.02,5.83
Amazon Development Centre India Pvt Ltd,Chennai,Q2 2024,Recovery,6.29,11.01,4.17,No,168369,Site Reliability Engineer,Kubernetes + SRE + Observability,8.38,8.37,8.41,3,3421768,3,Engineering,Yes,1.296,E-commerce,2.37,6.04,5.6
Jio Platforms,Hyderabad,Q3 2024,Growth,5.41,18.06,11.32,No,90879,Data Analyst,SQL + Power BI + Excel,7.08,7.98,6.62,2,1302696,3,Analytics,Yes,1.468,Telecommunications,1.05,5.72,4.89
Amazon Development Centre India Pvt Ltd,Bengaluru,Q2 2024,Stable,9.45,11.32,18.25,Yes,170812,Software Engineer,Python + FastAPI,8.3,8.05,7.94,6,2122511,4,Engineering,Yes,2.028,E-commerce,2.25,5.71,5.65
Bajaj Auto,Hyderabad,Q4 2024,Recovery,4.14,10.75,4.67,Yes,9061,Site Reliability Engineer,Linux + Prometheus + Grafana,7.99,8.07,7.87,6,3415933,3,Engineering,Yes,2.825,Manufacturing,2.59,5.37,5.16
Sun Pharma,Hyderabad,Q2 2025,Stable,6.15,17.43,10.91,Yes,36882,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,9.21,8.38,9.06,3,2633177,4,Analytics,Yes,0.01,Healthcare,1.12,5.63,5.17
Tata Consultancy Services (TCS),Chennai,Q2 2024,Recovery,6.95,19.51,7.73,No,620689,Project Manager,Agile + Jira + Stakeholder Management,6.7,5.84,5.21,5,3561455,3,Management,Yes,2.639,Information Technology,1.84,6.41,5.45
Bharti Airtel,Hyderabad,Q3 2025,Recession,2.7,13.14,3.1,Yes,66365,Data Scientist,Python + ML + SQL,7.57,7.45,8.52,3,2113328,3,Analytics,Yes,1.563,Telecommunications,2.6,5.57,5.5
Tata Motors,Noida,Q3 2024,Stable,5.0,9.89,9.75,No,82084,Software Engineer,Node.js + React,7.75,8.31,6.71,4,1427370,4,Engineering,Yes,1.393,Manufacturing,1.27,6.2,5.71
Sun Pharma,Mumbai,Q3 2023,Growth,9.34,16.83,12.14,Yes,41705,HR Specialist,People Analytics + HR Operations,5.8,9.18,5.84,4,1718809,4,Engineering,No,1.596,Healthcare,0.28,7.07,5.94
Capgemini India,Chennai,Q3 2025,Stable,11.46,19.64,14.59,No,150528,Business Analyst,SQL + Excel + Process Mapping,6.39,6.06,5.68,10,2426696,4,Management,Yes,2.086,Consulting,1.18,5.95,5.2
Larsen & Toubro,Chennai,Q2 2024,Recession,5.38,13.76,16.14,No,47441,Technical Lead,.NET + Azure,7.16,8.08,7.11,4,3121010,4,Engineering,No,2.382,Manufacturing,2.84,6.0,6.09
Tata Motors,Hyderabad,Q2 2025,Growth,8.58,14.78,3.13,No,71136,QA Engineer,Playwright + CI Test Automation,6.93,8.33,6.56,1,1482133,4,Engineering,Yes,1.7,Manufacturing,1.13,5.59,4.65
EY India,Hyderabad,Q2 2024,Stable,7.41,17.4,13.23,No,81111,Senior Software Engineer,.NET + Azure,7.86,9.67,7.51,6,3444861,4,Engineering,Yes,0.689,Consulting,0.88,6.13,5.21
HDFC Bank,Noida,Q2 2023,Recession,-0.13,20.42,2.02,Yes,193313,QA Engineer,Selenium + Cypress + API Testing,5.71,7.38,7.14,3,1117445,3,Engineering,Yes,2.857,Financial Services,2.02,7.72,6.57
Amazon Development Centre India Pvt Ltd,Noida,Q1 2023,Recovery,7.62,10.31,7.86,Yes,139619,Customer Success Manager,CRM + Customer Analytics,6.19,6.54,5.63,8,2662430,4,Operations,Yes,2.628,E-commerce,2.27,8.34,6.74
Accenture India Pvt Ltd,Mumbai,Q2 2024,Stable,8.1,22.25,14.03,No,265930,Site Reliability Engineer,Kubernetes + SRE + Observability,8.79,8.94,8.2,13,5130754,5,Engineering,Yes,0.341,Consulting,1.65,6.32,5.7
HDFC Bank,Gurugram,Q3 2024,Recovery,5.61,19.67,13.42,No,188140,Customer Success Manager,CRM + Customer Analytics,5.44,5.95,5.54,1,1608861,4,Operations,No,2.064,Financial Services,1.21,5.83,5.98
EY India,Kochi,Q2 2023,Recession,3.18,19.01,13.39,Yes,81082,Project Manager,Agile + Jira + Stakeholder Management,6.18,6.3,6.17,2,3081771,4,Management,Yes,2.354,Consulting,2.25,8.49,6.91
Mphasis,Pune,Q2 2024,Stable,9.11,17.9,4.9,No,40053,Data Scientist,Python + ML + SQL,7.93,7.76,7.99,0,1903328,4,Analytics,Yes,1.227,Information Technology,1.17,5.9,5.85
HCL Technologies,Gurugram,Q2 2023,Stable,7.93,18.94,12.1,No,196296,HR Specialist,People Analytics + HR Operations,4.94,7.35,6.29,2,859753,4,Product,No,2.078,Information Technology,1.49,7.16,6.96
Tata Consultancy Services (TCS),Chennai,Q1 2025,Stable,14.06,20.56,22.21,No,512069,Senior Software Engineer,.NET + Azure,8.29,8.11,6.93,5,2037509,3,Engineering,Yes,0.952,Information Technology,1.19,5.74,5.0
Amazon India,Kolkata,Q1 2025,Growth,13.03,12.64,28.89,Yes,126196,DevOps Engineer,Linux + Ansible + Observability,8.17,7.7,7.15,11,2840545,5,Engineering,No,0.941,E-commerce,1.23,6.53,5.05
Apple India,Hyderabad,Q1 2024,Growth,12.28,17.56,19.74,No,9339,Site Reliability Engineer,Kubernetes + SRE + Observability,8.86,8.86,8.56,1,2485733,4,Engineering,Yes,0.028,Information Technology,0.77,6.56,5.64
Capgemini India,Pune,Q4 2023,Growth,8.91,19.61,17.33,No,199922,Software Engineer,Go + Microservices,8.31,8.45,6.83,2,2189007,3,Engineering,No,1.227,Consulting,0.71,6.66,6.23
PwC India,Mumbai,Q1 2025,Stable,5.77,15.3,13.64,No,71569,HR Specialist,People Analytics + HR Operations,4.89,5.61,6.45,6,1470374,3,HR,No,2.675,Consulting,1.17,5.21,4.94
EY India,Mumbai,Q3 2023,Recession,4.34,14.15,7.56,No,69075,Data Scientist,Python + ML + SQL,7.9,5.59,8.11,11,4602252,3,Management,No,2.463,Consulting,2.28,7.04,6.14
Facebook India,Noida,Q4 2025,Stable,11.23,17.12,9.86,Yes,5460,QA Engineer,Manual QA + Regression Testing,6.22,8.37,3.41,5,1777935,3,Engineering,No,3.743,Information Technology,1.55,6.39,5.51
Infosys,Mumbai,Q3 2025,Stable,11.12,17.29,14.42,Yes,315196,Senior Software Engineer,Java + Spring Boot,8.23,8.9,7.99,9,3601552,4,Engineering,Yes,0.22,Information Technology,1.19,5.62,5.48
Tata Consultancy Services (TCS),Chennai,Q1 2023,Recovery,8.07,17.71,18.31,Yes,803120,Software Engineer,Node.js + React,7.94,7.65,6.65,8,2283502,3,Engineering,Yes,2.038,Information Technology,2.15,8.18,7.16
Jio Platforms,Noida,Q1 2025,Growth,7.43,15.84,19.84,No,86690,Software Engineer,Go + Microservices,8.06,8.75,7.01,2,1299103,3,Engineering,Yes,0.809,Telecommunications,1.36,6.16,4.92
Mahindra & Mahindra,Bengaluru,Q1 2024,Recovery,4.58,7.79,6.76,No,84119,Sales Executive,CRM + Sales Analytics,5.65,6.8,5.27,3,1881348,2,Management,No,3.654,Manufacturing,1.99,5.89,5.66
Mphasis,Delhi,Q2 2024,Stable,6.01,21.35,6.64,No,35615,Engineering Manager,Agile + Jira + Architecture Reviews,6.59,6.46,7.22,1,2654832,4,Management,Yes,2.006,Information Technology,1.32,6.32,5.66
Deloitte India,Pune,Q1 2024,Growth,10.47,18.33,17.71,No,120096,Recruiter,ATS + LinkedIn Recruiter,5.52,6.07,4.01,3,1285409,3,HR,No,2.97,Consulting,1.05,6.76,5.88
Amazon Development Centre India Pvt Ltd,Chennai,Q3 2024,Recovery,8.5,13.65,10.22,Yes,153272,Site Reliability Engineer,AWS + Incident Response,7.68,7.44,7.31,2,3536886,4,Engineering,No,1.555,E-commerce,1.87,5.76,5.63
